"District","Town_Name","2011_Area_Km2","2001_Area_Km2","Area_Change_Reason","state_name","civic_status","clean_town_name"
"Muzaffarnagar","Muzaffarnagar N.P.P.",12.04,12.05,"Revised Computation","UTTAR PRADESH","N.P.","Muzaffarnagar "
"Muzaffarnagar","Sisauli N.P.",2.2,2.01,"Revised Computation","UTTAR PRADESH","N.P.","Sisauli "
"Muzaffarnagar","Khatauli Rural C.T.",1.54,5.23,"Revised Computation","UTTAR PRADESH","C.T.","Khatauli Rural "
"Muzaffarnagar","Jansath N.P.",3.5,2.5,"Revised Computation","UTTAR PRADESH","N.P.","Jansath "
"Muzaffarnagar","Miranpur N.P.",8,5.04,"Revised Computation","UTTAR PRADESH","N.P.","Miranpur "
"Bijnor","Najibabad N.P.P.",5.06,4.3,"Revised Computation","UTTAR PRADESH","N.P.","Najibabad "
"Bijnor","Bijnor N.P.P.",3.6,3.65,"Revised Computation","UTTAR PRADESH","N.P.","Bijnor "
"Bijnor","Mukrampur Khema C.T.",0.55,0.77,"Revised Computation","UTTAR PRADESH","C.T.","Mukrampur Khema "
"Bijnor","Mandawar N.P.",3,1.45,"Revised Computation","UTTAR PRADESH","N.P.","Mandawar "
"Bijnor","Jhalu N.P.",4,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Jhalu "
"Bijnor","Nagina N.P.P.",10.3,10.34,"Revised Computation","UTTAR PRADESH","N.P.","Nagina "
"Bijnor","Warhapur N.P.",1.5,19.5,"Revised Computation","UTTAR PRADESH","N.P.","Warhapur "
"Bijnor","Seohara N.P.P.",2.72,9.71,"Revised Computation","UTTAR PRADESH","N.P.","Seohara "
"Bijnor","Dhampur N.P.P.",3.87,3.37,"Revised Computation","UTTAR PRADESH","N.P.","Dhampur "
"Bijnor","Afzalgarh N.P.P.",6.75,2.43,"Revised Computation","UTTAR PRADESH","N.P.","Afzalgarh "
"Bijnor","Sherkot N.P.P.",6,17.56,"Revised Computation","UTTAR PRADESH","N.P.","Sherkot "
"Bijnor","Sahaspur N.P.",1.8,11.19,"Revised Computation","UTTAR PRADESH","N.P.","Sahaspur "
"Moradabad","Thakurdwara N.P.P.",9.98,8.3,"Change in jurisdiction","UTTAR PRADESH","N.P.","Thakurdwara "
"Moradabad","Umri Kalan N.P.",0.6,3.36,"Revised Computation","UTTAR PRADESH","N.P.","Umri Kalan "
"Moradabad","Bhojpur Dharampur N.P.",4.49,3.05,"Revised Computation","UTTAR PRADESH","N.P.","Bhojpur Dharampur "
"Moradabad","Moradabad  M.Corp.",75,88.68,"Revised Computation","UTTAR PRADESH","M.Corp.","Moradabad  Corp."
"Moradabad","Bilari N.P.P.",3.45,6.7,"Revised Computation","UTTAR PRADESH","N.P.","Bilari "
"Moradabad","Rustamnagar Sahaspur C.T.",2,4.64,"Revised Computation","UTTAR PRADESH","C.T.","Rustamnagar Sahaspur "
"Moradabad","Kundarki N.P.",3.51,1.48,"Revised Computation","UTTAR PRADESH","N.P.","Kundarki "
"Moradabad","Sirsi N.P.",3.4,3.39,"Revised Computation","UTTAR PRADESH","N.P.","Sirsi "
"Moradabad","Bahjoi N.P.P.",8,6.55,"Revised Computation","UTTAR PRADESH","N.P.","Bahjoi "
"Moradabad","Narauli N.P.",2.3,1.84,"Revised Computation","UTTAR PRADESH","N.P.","Narauli "
"Rampur","Suar N.P.P.",4,4.4,"Revised Computation","UTTAR PRADESH","N.P.","Suar "
"Rampur","Bilaspur N.P.P.",20,16,"Revised Computation","UTTAR PRADESH","N.P.","Bilaspur "
"Rampur","Kemri N.P.",14,2.7,"Revised Computation","UTTAR PRADESH","N.P.","Kemri "
"Rampur","Shahabad N.P.",15,8.2,"Revised Computation","UTTAR PRADESH","N.P.","Shahabad "
"Rampur","Milak N.P.P.",11.02,11.8,"Revised Computation","UTTAR PRADESH","N.P.","Milak "
"Jyotiba Phule Nagar","Naugawan Sadat N.P.",5.62,2.06,"Revised Computation","UTTAR PRADESH","N.P.","Naugawan Sadat "
"Jyotiba Phule Nagar","Amroha N.P.P.",8.95,6.32,"Revised Computation","UTTAR PRADESH","N.P.","Amroha "
"Jyotiba Phule Nagar","Joya N.P.",3.56,8.26,"Revised Computation","UTTAR PRADESH","N.P.","Joya "
"Jyotiba Phule Nagar","Hasanpur N.P.P.",5.72,9.71,"Revised Computation","UTTAR PRADESH","N.P.","Hasanpur "
"Jyotiba Phule Nagar","Ujhari N.P.",4.5,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Ujhari "
"Meerut","Sardhana N.P.P.",5,14.05,"Revised Computation","UTTAR PRADESH","N.P.","Sardhana "
"Meerut","Daurala N.P.",16,1.5,"Change in jurisdiction","UTTAR PRADESH","N.P.","Daurala "
"Meerut","Bahsuma N.P.",3.79,9.5,"Revised Computation","UTTAR PRADESH","N.P.","Bahsuma "
"Meerut","Hastinapur N.P.",7.57,3.06,"Revised Computation","UTTAR PRADESH","N.P.","Hastinapur "
"Meerut","Mawana N.P.P.",7.5,6,"Change in jurisdiction","UTTAR PRADESH","N.P.","Mawana "
"Meerut","Meerut M.Corp.",141.94,141.89,"Revised Computation","UTTAR PRADESH","M.Corp.","Meerut Corp."
"Meerut","Meerut C.B.",35.67,35.69,"Revised Computation","UTTAR PRADESH","C.B.","Meerut "
"Meerut","Aminagar Urf Bhurbaral C.T.",1.5,2.26,"Revised Computation","UTTAR PRADESH","C.T.","Aminagar Urf Bhurbaral "
"Meerut","Mohiuddinpur C.T.",1.5,3.8,"Revised Computation","UTTAR PRADESH","C.T.","Mohiuddinpur "
"Meerut","Kharkhoda N.P.",4,1.75,"Revised Computation","UTTAR PRADESH","N.P.","Kharkhoda "
"Baghpat","Tikri N.P.",6,3,"Revised Computation","UTTAR PRADESH","N.P.","Tikri "
"Baghpat","Doghat N.P.",8.5,0.92,"Revised Computation","UTTAR PRADESH","N.P.","Doghat "
"Baghpat","Baghpat N.P.P.",2.83,2.88,"Revised Computation","UTTAR PRADESH","N.P.","Baghpat "
"Baghpat","Agarwal Mandi (Tatiri) N.P.",1.5,0.92,"Revised Computation","UTTAR PRADESH","N.P.","Agarwal Mandi (Tatiri) "
"Baghpat","Aminagar Sarai N.P.",1.89,5.2,"Revised Computation","UTTAR PRADESH","N.P.","Aminagar Sarai "
"Baghpat","Khekada N.P.",8,1.21,"Revised Computation","UTTAR PRADESH","N.P.","Khekada "
"Ghaziabad","Modinagar N.P.P.",14,16,"Revised Computation","UTTAR PRADESH","N.P.","Modinagar "
"Ghaziabad","Bisokhar C.T.",4.29,2.95,"Revised Computation","UTTAR PRADESH","C.T.","Bisokhar "
"Ghaziabad","Begumabad Budhana C.T.",5.8,4,"Revised Computation","UTTAR PRADESH","C.T.","Begumabad Budhana "
"Ghaziabad","Patala N.P.",5,4,"Change in jurisdiction","UTTAR PRADESH","N.P.","Patala "
"Ghaziabad","Niwari N.P.",3,4,"Revised Computation","UTTAR PRADESH","N.P.","Niwari "
"Ghaziabad","Muradnagar N.P.P.",12,1.6,"Change in jurisdiction","UTTAR PRADESH","N.P.","Muradnagar "
"Ghaziabad","Ordnance Factory Muradnagar C.T.",3.23,6.63,"Revised Computation","UTTAR PRADESH","C.T.","Ordnance Factory Muradnagar "
"Ghaziabad","Ghaziabad M.Corp.",220,144.5,"Change in jurisdiction","UTTAR PRADESH","M.Corp.","Ghaziabad Corp."
"Ghaziabad","Loni N.P.P.",34.48,16.71,"Change in jurisdiction","UTTAR PRADESH","N.P.","Loni "
"Ghaziabad","Dasna N.P.",3.3,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Dasna "
"Gautam Buddha Nagar","Dadri N.P.P.",6.5,25,"Revised Computation","UTTAR PRADESH","N.P.","Dadri "
"Gautam Buddha Nagar","Noida C.T.",92.1,90.43,"Change in jurisdiction","UTTAR PRADESH","C.T.","Noida "
"Gautam Buddha Nagar","Salarpur Khadar C.T.",3.26,3.24,"Revised Computation","UTTAR PRADESH","C.T.","Salarpur Khadar "
"Gautam Buddha Nagar","Bilaspur N.P.",2.06,10,"Revised Computation","UTTAR PRADESH","N.P.","Bilaspur "
"Gautam Buddha Nagar","Dankaur N.P.",9.89,15.84,"Revised Computation","UTTAR PRADESH","N.P.","Dankaur "
"Gautam Buddha Nagar","Jewar N.P.",18.17,18.24,"Revised Computation","UTTAR PRADESH","N.P.","Jewar "
"Bulandshahr","Sikandrabad N.P.P.",1.14,8.78,"Revised Computation","UTTAR PRADESH","N.P.","Sikandrabad "
"Bulandshahr","Kakod N.P.",1.39,10,"Revised Computation","UTTAR PRADESH","N.P.","Kakod "
"Bulandshahr","Aurangabad N.P.",3,12.2,"Revised Computation","UTTAR PRADESH","N.P.","Aurangabad "
"Bulandshahr","Gulaothi N.P.P.",2.23,2.33,"Revised Computation","UTTAR PRADESH","N.P.","Gulaothi "
"Bulandshahr","Bhawan Bahadur Nagar N.P.",5.45,8.34,"Revised Computation","UTTAR PRADESH","N.P.","Bhawan Bahadur Nagar "
"Bulandshahr","Bugrasi N.P.",6.4,1.8,"Revised Computation","UTTAR PRADESH","N.P.","Bugrasi "
"Bulandshahr","Khanpur N.P.",8,6,"Revised Computation","UTTAR PRADESH","N.P.","Khanpur "
"Bulandshahr","Anupshahr N.P.P.",5.6,4.35,"Revised Computation","UTTAR PRADESH","N.P.","Anupshahr "
"Bulandshahr","Naraura N.P.",7.2,5.44,"Revised Computation","UTTAR PRADESH","N.P.","Naraura "
"Bulandshahr","Shikarpur N.P.P.",9,8,"Revised Computation","UTTAR PRADESH","N.P.","Shikarpur "
"Bulandshahr","Chhatari N.P.",7.33,10,"Revised Computation","UTTAR PRADESH","N.P.","Chhatari "
"Aligarh","Jatari N.P.",7.95,7.5,"Revised Computation","UTTAR PRADESH","N.P.","Jatari "
"Aligarh","Khair N.P.P.",15.54,15.45,"Revised Computation","UTTAR PRADESH","N.P.","Khair "
"Aligarh","Atrauli N.P.P.",16.25,16.72,"Revised Computation","UTTAR PRADESH","N.P.","Atrauli "
"Aligarh","Chharra Rafatpur N.P.",18.6,10.5,"Revised Computation","UTTAR PRADESH","N.P.","Chharra Rafatpur "
"Aligarh","Kauriaganj N.P.",14.2,7,"Revised Computation","UTTAR PRADESH","N.P.","Kauriaganj "
"Aligarh","Qasimpur Power House Colony C.T.",6,3,"Revised Computation","UTTAR PRADESH","C.T.","Qasimpur Power House Colony "
"Aligarh","Iglas N.P.",4,3,"Revised Computation","UTTAR PRADESH","N.P.","Iglas "
"Mahamaya Nagar","Sasni N.P.",0.29,0.19,"Revised Computation","UTTAR PRADESH","N.P.","Sasni "
"Mahamaya Nagar","Purdilnagar N.P.",12,17.8,"Revised Computation","UTTAR PRADESH","N.P.","Purdilnagar "
"Mahamaya Nagar","Hasayan N.P.",1.5,3.9,"Revised Computation","UTTAR PRADESH","N.P.","Hasayan "
"Mahamaya Nagar","Hathras N.P.P.",4.76,8.33,"Revised Computation","UTTAR PRADESH","N.P.","Hathras "
"Mahamaya Nagar","Sadabad N.P.",3.97,0.93,"Revised Computation","UTTAR PRADESH","N.P.","Sadabad "
"Mahamaya Nagar","Sahpau N.P.",0.56,3,"Revised Computation","UTTAR PRADESH","N.P.","Sahpau "
"Mathura","Nandgaon N.P.",10.03,5,"Revised Computation","UTTAR PRADESH","N.P.","Nandgaon "
"Mathura","Chhata N.P.",14,1.12,"Revised Computation","UTTAR PRADESH","N.P.","Chhata "
"Mathura","Bajna N.P.",5,4,"Revised Computation","UTTAR PRADESH","N.P.","Bajna "
"Mathura","Raya N.P.",7,5,"Revised Computation","UTTAR PRADESH","N.P.","Raya "
"Mathura","Baldeo N.P.",1.56,1.37,"Revised Computation","UTTAR PRADESH","N.P.","Baldeo "
"Mathura","Mathura N.P.P.",28.05,9.37,"Revised Computation","UTTAR PRADESH","N.P.","Mathura "
"Mathura","Mathura C.B.",10.86,12.44,"Revised Computation","UTTAR PRADESH","C.B.","Mathura "
"Mathura","Bad C.T.",11.21,11.75,"Revised Computation","UTTAR PRADESH","C.T.","Bad "
"Mathura","Vrindavan N.P.P.",13.5,2.25,"Revised Computation","UTTAR PRADESH","N.P.","Vrindavan "
"Mathura","Govardhan N.P.",8,12.45,"Revised Computation","UTTAR PRADESH","N.P.","Govardhan "
"Mathura","Saunkh N.P.",1.85,0.14,"Revised Computation","UTTAR PRADESH","N.P.","Saunkh "
"Agra","Etmadpur N.P.P.",4,2.59,"Change in jurisdiction","UTTAR PRADESH","N.P.","Etmadpur "
"Agra","Dayalbagh N.P.",6.55,8.55,"Revised Computation","UTTAR PRADESH","N.P.","Dayalbagh "
"Agra","Azizpur C.T.",1.35,2,"Revised Computation","UTTAR PRADESH","C.T.","Azizpur "
"Agra","Dhanauli C.T.",7.08,4.37,"Revised Computation","UTTAR PRADESH","C.T.","Dhanauli "
"Agra","Nainana Jat C.T.",1.9,2.01,"Revised Computation","UTTAR PRADESH","C.T.","Nainana Jat "
"Agra","Achhnera N.P.P.",8,1.58,"Revised Computation","UTTAR PRADESH","N.P.","Achhnera "
"Agra","Kiraoli N.P.",5,3.14,"Revised Computation","UTTAR PRADESH","N.P.","Kiraoli "
"Agra","Jagner N.P.",3,13,"Revised Computation","UTTAR PRADESH","N.P.","Jagner "
"Agra","Shamsabad N.P.P.",6,4,"Revised Computation","UTTAR PRADESH","N.P.","Shamsabad "
"Agra","Fatehabad N.P.",6,1.86,"Revised Computation","UTTAR PRADESH","N.P.","Fatehabad "
"Agra","Pinahat N.P.",4.12,0.7,"Revised Computation","UTTAR PRADESH","N.P.","Pinahat "
"Agra","Bah N.P.P.",3.6,3.64,"Revised Computation","UTTAR PRADESH","N.P.","Bah "
"Firozabad","Tundla N.P.P.",8.25,7.09,"Revised Computation","UTTAR PRADESH","N.P.","Tundla "
"Firozabad","Firozabad N.P.P.",21.35,29.76,"Revised Computation","UTTAR PRADESH","N.P.","Firozabad "
"Firozabad","Jasrana N.P.",6,11.02,"Revised Computation","UTTAR PRADESH","N.P.","Jasrana "
"Firozabad","Sirsaganj N.P.P.",2.14,0.78,"Revised Computation","UTTAR PRADESH","N.P.","Sirsaganj "
"Firozabad","Shikohabad N.P.P.",8.48,10.36,"Revised Computation","UTTAR PRADESH","N.P.","Shikohabad "
"Mainpuri","Mainpuri N.P.P.",7,10,"Revised Computation","UTTAR PRADESH","N.P.","Mainpuri "
"Mainpuri","Kuraoli  N.P.",12.6,16.1,"Revised Computation","UTTAR PRADESH","N.P.","Kuraoli  "
"Mainpuri","Bewar N.P.",9,12,"Revised Computation","UTTAR PRADESH","N.P.","Bewar "
"Mainpuri","Kusmara N.P.",4,11,"Revised Computation","UTTAR PRADESH","N.P.","Kusmara "
"Budaun","Islamnagar N.P.",18.34,20,"Revised Computation","UTTAR PRADESH","N.P.","Islamnagar "
"Budaun","Rudayan N.P.",15,10,"Change in jurisdiction","UTTAR PRADESH","N.P.","Rudayan "
"Budaun","Sahaswan N.P.P.",7.45,7.5,"Revised Computation","UTTAR PRADESH","N.P.","Sahaswan "
"Budaun","Kachhla N.P.",10,7.9,"Change in jurisdiction","UTTAR PRADESH","N.P.","Kachhla "
"Budaun","Ujhani N.P.P.",6.5,6.51,"Revised Computation","UTTAR PRADESH","N.P.","Ujhani "
"Budaun","Budaun N.P.P.",6.1,4.39,"Change in jurisdiction","UTTAR PRADESH","N.P.","Budaun "
"Budaun","Kunwargaon N.P.",6.1,10,"Revised Computation","UTTAR PRADESH","N.P.","Kunwargaon "
"Budaun","Gulariya N.P.",6.3,16.68,"Revised Computation","UTTAR PRADESH","N.P.","Gulariya "
"Budaun","Sakhanu N.P.",4.5,9.8,"Revised Computation","UTTAR PRADESH","N.P.","Sakhanu "
"Budaun","Allapur N.P.",7.84,17.5,"Revised Computation","UTTAR PRADESH","N.P.","Allapur "
"Budaun","Dataganj N.P.",6,0.49,"Change in jurisdiction","UTTAR PRADESH","N.P.","Dataganj "
"Budaun","Usawan N.P.",8,15.19,"Revised Computation","UTTAR PRADESH","N.P.","Usawan "
"Budaun","Usehat N.P.",2,10.5,"Revised Computation","UTTAR PRADESH","N.P.","Usehat "
"Bareilly","Faridpur N.P.",1.2,10.34,"Revised Computation","UTTAR PRADESH","N.P.","Faridpur "
"Bareilly","Richha N.P.",1.65,1.9,"Revised Computation","UTTAR PRADESH","N.P.","Richha "
"Bareilly","Deoranian N.P.",5,1.22,"Revised Computation","UTTAR PRADESH","N.P.","Deoranian "
"Bareilly","Shergarh N.P.",5.6,6.37,"Revised Computation","UTTAR PRADESH","N.P.","Shergarh "
"Bareilly","Shishgarh N.P.",6,6.8,"Revised Computation","UTTAR PRADESH","N.P.","Shishgarh "
"Bareilly","Mirganj N.P.",4.56,4.03,"Revised Computation","UTTAR PRADESH","N.P.","Mirganj "
"Bareilly","Fatehganj Paschimi N.P.",7,4.5,"Revised Computation","UTTAR PRADESH","N.P.","Fatehganj Paschimi "
"Bareilly","Shahi N.P.",5,3.4,"Revised Computation","UTTAR PRADESH","N.P.","Shahi "
"Bareilly","Aonla N.P.P.",15,10.36,"Change in jurisdiction","UTTAR PRADESH","N.P.","Aonla "
"Bareilly","Kakgaina C.T.",2.45,2.48,"Revised Computation","UTTAR PRADESH","C.T.","Kakgaina "
"Bareilly","Dhaura Tanda N.P.",6,3.5,"Change in jurisdiction","UTTAR PRADESH","N.P.","Dhaura Tanda "
"Bareilly","Pipalsana Chaudhari C.T.",5,2.35,"Revised Computation","UTTAR PRADESH","C.T.","Pipalsana Chaudhari "
"Bareilly","Sainthal N.P.",26,6.1,"Revised Computation","UTTAR PRADESH","N.P.","Sainthal "
"Bareilly","Nawabganj N.P.P.",2.21,2.05,"Change in jurisdiction","UTTAR PRADESH","N.P.","Nawabganj "
"Bareilly","Fatehganj Purvi N.P.",3.47,2.4,"Revised Computation","UTTAR PRADESH","N.P.","Fatehganj Purvi "
"Bareilly","Faridpur N.P.P.",9.43,7.93,"Revised Computation","UTTAR PRADESH","N.P.","Faridpur "
"Pilibhit","Gularia Bhindara N.P.",1.4,1,"Revised Computation","UTTAR PRADESH","N.P.","Gularia Bhindara "
"Pilibhit","Nyoria Husainpur N.P.",6.14,2,"Revised Computation","UTTAR PRADESH","N.P.","Nyoria Husainpur "
"Pilibhit","Barkhera N.P.",2.5,2.25,"Revised Computation","UTTAR PRADESH","N.P.","Barkhera "
"Pilibhit","Bisalpur N.P.P.",3,4.6,"Revised Computation","UTTAR PRADESH","N.P.","Bisalpur "
"Pilibhit","Bilsanda N.P.",3,2.2,"Revised Computation","UTTAR PRADESH","N.P.","Bilsanda "
"Shahjahanpur","Khutar N.P.",0.09,0.92,"Revised Computation","UTTAR PRADESH","N.P.","Khutar "
"Shahjahanpur","Khudaganj N.P.",4,0.56,"Revised Computation","UTTAR PRADESH","N.P.","Khudaganj "
"Shahjahanpur","Shahjahanpur N.P.P.",11.37,13.02,"Revised Computation","UTTAR PRADESH","N.P.","Shahjahanpur "
"Shahjahanpur","Shahjahanpur C.B.",9.75,9.74,"Revised Computation","UTTAR PRADESH","C.B.","Shahjahanpur "
"Shahjahanpur","Kanth N.P.",6.75,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Kanth "
"Shahjahanpur","Jalalabad N.P.P.",9,5.66,"Revised Computation","UTTAR PRADESH","N.P.","Jalalabad "
"Shahjahanpur","Allahganj N.P.",3,1.72,"Revised Computation","UTTAR PRADESH","N.P.","Allahganj "
"Kheri","Gola Gokarannath N.P.P.",10.04,10.88,"Revised Computation","UTTAR PRADESH","N.P.","Gola Gokarannath "
"Kheri","Mailani N.P.",7.5,3.5,"Revised Computation","UTTAR PRADESH","N.P.","Mailani "
"Kheri","Mohammadi N.P.P.",10,7.25,"Revised Computation","UTTAR PRADESH","N.P.","Mohammadi "
"Kheri","Barwar N.P.",3.09,1.8,"Revised Computation","UTTAR PRADESH","N.P.","Barwar "
"Kheri","Lakhimpur N.P.P.",10,6.99,"Revised Computation","UTTAR PRADESH","N.P.","Lakhimpur "
"Kheri","Oel Dhakwa N.P.",5.04,5.4,"Revised Computation","UTTAR PRADESH","N.P.","Oel Dhakwa "
"Kheri","Dhaurehra N.P.",5.2,6.5,"Revised Computation","UTTAR PRADESH","N.P.","Dhaurehra "
"Sitapur","Maholi N.P.",4.3,4.25,"Revised Computation","UTTAR PRADESH","N.P.","Maholi "
"Sitapur","Misrikh-cum-Neemsar N.P.P.",3,8,"Revised Computation","UTTAR PRADESH","N.P.","Misrikh-cum-Neemsar "
"Sitapur","Sitapur N.P.P.",35,25.9,"Revised Computation","UTTAR PRADESH","N.P.","Sitapur "
"Sitapur","Khairabad N.P.P.",9,5.71,"Revised Computation","UTTAR PRADESH","N.P.","Khairabad "
"Sitapur","Tambaur-cum-Ahmadabad N.P.",1.5,5.37,"Revised Computation","UTTAR PRADESH","N.P.","Tambaur-cum-Ahmadabad "
"Sitapur","Mahmudabad N.P.P.",12.78,8.9,"Revised Computation","UTTAR PRADESH","N.P.","Mahmudabad "
"Sitapur","Paintepur N.P.",2.25,1.71,"Revised Computation","UTTAR PRADESH","N.P.","Paintepur "
"Hardoi","Shahabad N.P.P.",9.7,10.36,"Revised Computation","UTTAR PRADESH","N.P.","Shahabad "
"Hardoi","Pihani N.P.P.",5,10.36,"Revised Computation","UTTAR PRADESH","N.P.","Pihani "
"Hardoi","Gopamau N.P.",3.05,2.42,"Revised Computation","UTTAR PRADESH","N.P.","Gopamau "
"Hardoi","Sandi N.P.P.",12.02,9,"Revised Computation","UTTAR PRADESH","N.P.","Sandi "
"Hardoi","Bilgram N.P.P.",5,5.18,"Revised Computation","UTTAR PRADESH","N.P.","Bilgram "
"Hardoi","Madhoganj N.P.",6,4,"Revised Computation","UTTAR PRADESH","N.P.","Madhoganj "
"Hardoi","Mallawan N.P.P.",11.8,11.43,"Revised Computation","UTTAR PRADESH","N.P.","Mallawan "
"Hardoi","Beniganj N.P.",4.5,1.75,"Revised Computation","UTTAR PRADESH","N.P.","Beniganj "
"Hardoi","Sandila N.P.P.",24.62,10,"Revised Computation","UTTAR PRADESH","N.P.","Sandila "
"Unnao","Bangarmau N.P.P.",3.5,1.28,"Revised Computation","UTTAR PRADESH","N.P.","Bangarmau "
"Unnao","Fatehpur Chaurasi N.P.",2,2.5,"Revised Computation","UTTAR PRADESH","N.P.","Fatehpur Chaurasi "
"Unnao","Auras N.P.",5,4,"Revised Computation","UTTAR PRADESH","N.P.","Auras "
"Unnao","Hyderabad N.P.",2,2.24,"Revised Computation","UTTAR PRADESH","N.P.","Hyderabad "
"Unnao","Rasulabad N.P.",1.75,0.91,"Revised Computation","UTTAR PRADESH","N.P.","Rasulabad "
"Unnao","Nawabganj N.P.",1.62,3,"Revised Computation","UTTAR PRADESH","N.P.","Nawabganj "
"Unnao","Unnao N.P.P.",21.5,21.2,"Revised Computation","UTTAR PRADESH","N.P.","Unnao "
"Unnao","Majhara Pipar Ehatmali C.T.",2.57,8,"Revised Computation","UTTAR PRADESH","C.T.","Majhara Pipar Ehatmali "
"Unnao","Bighapur N.P.",2.3,0.23,"Revised Computation","UTTAR PRADESH","N.P.","Bighapur "
"Lucknow","Malihabad N.P.",6,6.24,"Revised Computation","UTTAR PRADESH","N.P.","Malihabad "
"Lucknow","Lucknow  M.Corp.",348.8,310.1,"Change in jurisdiction","UTTAR PRADESH","M.Corp.","Lucknow  Corp."
"Lucknow","Lucknow C.B.",27.56,27.4,"Revised Computation","UTTAR PRADESH","C.B.","Lucknow "
"Lucknow","Kakori N.P.",9.05,0.67,"Revised Computation","UTTAR PRADESH","N.P.","Kakori "
"Lucknow","Gosainganj N.P.",6,5.9,"Revised Computation","UTTAR PRADESH","N.P.","Gosainganj "
"Rae Bareli","Bachhrawan N.P.",2.23,2.34,"Revised Computation","UTTAR PRADESH","N.P.","Bachhrawan "
"Rae Bareli","Mahrajganj N.P.",1.69,3.11,"Revised Computation","UTTAR PRADESH","N.P.","Mahrajganj "
"Rae Bareli","Parsadepur N.P.",6,3,"Revised Computation","UTTAR PRADESH","N.P.","Parsadepur "
"Rae Bareli","Salon N.P.",1.5,1.64,"Revised Computation","UTTAR PRADESH","N.P.","Salon "
"Farrukhabad","Kampil N.P.",1,2.88,"Revised Computation","UTTAR PRADESH","N.P.","Kampil "
"Farrukhabad","Kaimganj N.P.P.",2.04,2.12,"Revised Computation","UTTAR PRADESH","N.P.","Kaimganj "
"Farrukhabad","Mohammadabad N.P.",10,9.4,"Revised Computation","UTTAR PRADESH","N.P.","Mohammadabad "
"Kannauj","Samdhan N.P.",10.28,20.54,"Revised Computation","UTTAR PRADESH","N.P.","Samdhan "
"Kannauj","Gursahaiganj N.P.P.",16,12,"Revised Computation","UTTAR PRADESH","N.P.","Gursahaiganj "
"Kannauj","Chhibramau N.P.P.",11,20,"Revised Computation","UTTAR PRADESH","N.P.","Chhibramau "
"Kannauj","Talgram N.P.",4,4.01,"Revised Computation","UTTAR PRADESH","N.P.","Talgram "
"Kannauj","Tirwaganj N.P.",6,6.26,"Revised Computation","UTTAR PRADESH","N.P.","Tirwaganj "
"Etawah","Etawah N.P.P.",28.94,40.94,"Revised Computation","UTTAR PRADESH","N.P.","Etawah "
"Etawah","Bakewar N.P.",4,2.24,"Revised Computation","UTTAR PRADESH","N.P.","Bakewar "
"Etawah","Lakhna N.P.",2.88,2.87,"Revised Computation","UTTAR PRADESH","N.P.","Lakhna "
"Auraiya","Dibiyapur N.P.",10,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Dibiyapur "
"Kanpur Dehat","Jhinjhak N.P.",5.43,5.88,"Revised Computation","UTTAR PRADESH","N.P.","Jhinjhak "
"Kanpur Dehat","Gausganj C.T.",1.15,8.5,"Revised Computation","UTTAR PRADESH","C.T.","Gausganj "
"Kanpur Nagar","Bilhaur N.P.P.",3,6,"Revised Computation","UTTAR PRADESH","N.P.","Bilhaur "
"Kanpur Nagar","Shivrajpur N.P.",4.2,4.49,"Revised Computation","UTTAR PRADESH","N.P.","Shivrajpur "
"Kanpur Nagar","Choubepur Kalan C.T.",1.78,1.92,"Revised Computation","UTTAR PRADESH","C.T.","Choubepur Kalan "
"Kanpur Nagar","Kanpur C.B.",17,17.19,"Revised Computation","UTTAR PRADESH","C.B.","Kanpur "
"Kanpur Nagar","Armapur Estate C.T.",5.76,6.29,"Revised Computation","UTTAR PRADESH","C.T.","Armapur Estate "
"Kanpur Nagar","Northern Rly. Colony C.T.",4.7,4.66,"Revised Computation","UTTAR PRADESH","C.T.","Northern Rly. Colony "
"Kanpur Nagar","Chakeri C.T.",6.03,5.21,"Revised Computation","UTTAR PRADESH","C.T.","Chakeri "
"Kanpur Nagar","Bithoor N.P.",8.7,8.68,"Revised Computation","UTTAR PRADESH","N.P.","Bithoor "
"Jalaun","Umri N.P.",4.5,2.5,"Revised Computation","UTTAR PRADESH","N.P.","Umri "
"Jalaun","Madhogarh N.P.",3.5,55.45,"Revised Computation","UTTAR PRADESH","N.P.","Madhogarh "
"Jalaun","Jalaun N.P.P.",6.34,36,"Revised Computation","UTTAR PRADESH","N.P.","Jalaun "
"Jalaun","Kalpi N.P.P.",9.73,10.45,"Revised Computation","UTTAR PRADESH","N.P.","Kalpi "
"Jalaun","Konch N.P.P.",2.95,4.66,"Revised Computation","UTTAR PRADESH","N.P.","Konch "
"Jhansi","Samthar N.P.P.",4,14.3,"Revised Computation","UTTAR PRADESH","N.P.","Samthar "
"Jhansi","Chirgaon N.P.P.",0.91,3.83,"Revised Computation","UTTAR PRADESH","N.P.","Chirgaon "
"Jhansi","Gursarai N.P.P.",2.24,2.64,"Revised Computation","UTTAR PRADESH","N.P.","Gursarai "
"Jhansi","Garautha N.P.",5,3.39,"Revised Computation","UTTAR PRADESH","N.P.","Garautha "
